category,subcategory,name,current_price,raw_price,likes_count,is_new,id
women,T-shirts,T-shirt imprimé en tricot,48.99,96.98,26,False,1676436
women,Robes décontractées,Robe sans manches à rayures arc-en-ciel,27.99,50.28,1,True,1714650
women,Robes imprimées,Robe ceinture imprimée vintage,41.99,80.99,2,True,1716416
women,Chemises,Chemise asymétrique en velours côtelé,28.99,53.08,1,True,1716472
women,Robes imprimées,Robe midi imprimée à col rond Flora,21.99,42.99,1,True,1717869
women,Robes imprimées,Robe rayée à pois,28.99,63.02,0,True,1719430
women,Chemises,Chemisier Fleurs Papillons Chat,25.99,56.5,4,True,1719654
women,T-shirts,T-shirt fendu à col en V à rayures,30.99,61.99,15,False,1698735
women,T-shirts,T-shirt rayé à manches trompette,24.99,49.98,2,True,1720251
women,Robes imprimées,Robe midi irrégulière à bretelles spaghetti,42.99,80.99,18,False,1650913
women,Chemises,Blouse à capuche à imprimé tartan ,23.19,46.38,586,False,1473902
women,Robes imprimées,Robe à imprimé floral géométrique,23.99,62.76,0,True,1713979
women,Robes décontractées,Robe à poches boutonnées de couleur unie,29.99,57.77,266,False,1444055
women,Robes décontractées,Robe maxi à manches 3/4 et à boutons,25.21,56.02,211,False,1486539
women,Vestes & Gilets,Manteau long imprimé ethnique vintage,66.99,133.99,50,False,1592163
women,Chemises,Chemise jacquard de couleur unie,21.99,49.49,101,False,1609111
women,T-shirts,T-shirt décontracté imprimé épaules dénudées,24.99,48.98,33,False,1696579
women,T-shirts,T-shirt décontracté à imprimé dessin animé,25.55,49.99,63,False,1651346
women,Robes décontractées,Robe décontractée à bretelles fendues,20.0,45.06,18,False,1665292
women,Pajama Sets,Pyjama à manches courtes en pied-de-poule,23.69,45.39,87,False,1677556
women,Chemises,Chemisier de moto de dessin animé de chat,25.99,56.5,3,True,1719655
women,T-shirts,T-shirt à manches courtes imprimé dessin animé,15.99,28.99,2,True,1720472
women,Robes décontractées,Robe longue rayée imprimée,41.99,76.99,185,False,1450982
women,Robes imprimées,Imprimer Sexy Off Shoulder Tassels Long Sleeve Women Dresses,17.99,35.99,187,False,1118231
women,Denim & Jeans,Jean déchiré sexy à pompons serrés,29.99,59.98,15,False,1710397
women,T-shirts,T-shirt décontracté à manches longues en dentelle,26.99,53.98,12,False,1706342
women,Robes décontractées,Robe asymétrique sans manches fendue,21.99,45.81,19,False,1692742
women,Chemises,Chemisier décontracté à col en V imprimé élans,25.99,57.64,33,False,1616033
women,Robes imprimées,Tie Dye Print Robe à manches courtes ,25.99,58.77,258,False,1544101
women,Débardeurs,Débardeur en dentelle avec gilet amincissant,18.99,36.99,273,False,1412114
women,Kimonos,Kimono en jacquard de couleur unie,39.87,78.0,82,False,1397755
women,T-shirts,Puzzle T-shirt imprimé tournesol,21.46,41.99,33,False,1661488
women,Chemises,Chemise de broderie de fleurs vintage,21.0,43.75,39,False,1669162
women,Robes imprimées,Robe longue rayée taille empire  ,22.99,49.97,28,False,1676220
women,Robes décontractées,Robe à capuche basique de couleur unie,35.99,77.43,58,False,1635063
women,Robes imprimées,Robe ceinture à col en V imprimé tropical,41.99,82.99,2,True,1716436
women,Robes décontractées,Robe sexy rayée à bretelles spaghetti,22.99,41.06,7,False,1712651
women,Robes vintage,Pure Color Pleated Femmes Robes,47.02,87.99,184,False,1271693
women,Chemises,Chemisier Bohémien Muti Couleur Rayé,18.99,41.34,251,False,1507393
women,Hoodies,Sweats à capuche décontractés à imprimé poisson,25.99,59.98,0,True,1718740
women,Chemises,Chemise à pois Vintage,25.99,56.51,28,False,1641937
women,Blazers,Blazer en coton uni,34.99,66.99,52,False,1593222
women,Chemises,Chemisier fendu à fleurs,21.99,47.8,71,False,1585286
women,Robes décontractées,Robe fendue décontractée de couleur unie,23.99,56.5,6,False,1706377
women,T-shirts,T-shirts décontractés à col rond et imprimé floral,16.99,32.99,217,False,1347102
women,Chemises,Chemise asymétrique de couleur unie,20.99,45.63,0,True,1718700
women,Chemises,Chemisier fendu à manches bulle,25.1,58.37,32,False,1687242
women,Robes imprimées,Robe décontractée à col rond imprimé,28.99,70.18,38,False,1664855
women,Robes décontractées,Robe trapèze en dentelle patchwork,32.99,68.19,46,False,1649325
women,Pulls & Cardigans,Pull brodé à chat à manches longues,38.99,90.99,2403,False,1349565
women,T-shirts,T-shirt à manches courtes imprimé cheval de dessin animé,18.99,35.99,6,True,1718353
women,Pulls & Cardigans,Pull à col montant de couleur contrastée ,41.91,84.99,92,False,1593552
women,Robes imprimées,Robe multicolore à imprimé tie-dyed,25.99,50.98,6,False,1710592
women,Robes décontractées,Robe maxi sans manches décontractée,27.99,63.16,38,False,1633776
women,Chemises,T-shirt Casual Imprimé Lettre Slogan,19.99,47.77,285,False,1424417
women,Chemises,Blouse à manches 3/4 et imprimé irrégulier,23.99,51.42,47,False,1615432
women,Pulls & Cardigans,Pull tunique croisé à épaules dénudées,31.99,68.92,378,False,1403622
women,T-shirts,T-shirt rayé à col rond et patchwork,27.99,54.99,8,False,1700641
women,T-shirts,T-shirt teint à manches courtes,19.99,38.98,16,False,1695232
women,Robes,Plus Robe matelassée rose taille,37.39,73.57,120,False,1600157
women,Jackets,Manteau vintage en velours côtelé grenouille,72.59,136.99,440,False,1368608
women,T-shirts,T-shirt ras du cou imprimé,25.99,52.99,160,False,1379683
women,Pulls & Cardigans,Pull décontracté à rayures de couleur contrastée,33.73,62.99,62,False,1596059
women,Jupes,Jupe longue taille haute frangée en plumes de couleur unie,36.99,66.99,249,False,1387385
women,Hoodies & Sweatshirts,Pull à capuche à manches longues Zipper Pockets,41.99,94.99,306,False,1121746
women,Chemises,T-shirt et pantalon décontracté de couleur unie,28.3,61.52,17,False,1667544
women,Robes imprimées,Robe vintage en tricot irrégulier,37.99,100.96,45,False,1629449
women,Pulls & Cardigans,Pull en maille à dos noué,32.99,63.99,45,False,1638466
women,Chemises,Chemise sexy dos nu à ourlet fendu,24.99,45.91,2,True,1715644
women,Jackets,Veste en velours côtelé de couleur unie,34.99,79.99,3,True,1716976
women,Robes imprimées,Robe irrégulière à imprimé tournesols,23.99,48.95,1,True,1719417
women,Robes imprimées,Robe à imprimé chrysanthème bohème,30.99,67.36,1,True,1719646
women,Vestes & Gilets,Manteau fin en dentelle creuse à manches 3/4,21.99,47.8,3,True,1720270
women,Robes décontractées,Robe d'été en patchwork de dentelle,26.99,58.67,2,True,1720850
women,Chemises,Chemisier asymétrique de couleur unie décontracté,22.99,46.91,0,True,1720866
women,Robes imprimées,Robe à manches longues imprimé fleurs,21.99,39.1,4,False,1712668
women,T-shirts,T-shirt en velours côtelé brodé de fleurs,29.99,59.99,4,True,1718576
women,Robes décontractées,Robe ample décontractée de couleur unie,19.99,49.97,3,True,1717143
women,Pajama Sets,Pyjama rose sexy sans bretelles en dentelle rayée,12.99,22.99,40,False,1670013
women,Chemises,Chemisier imprimé floral asymétrique,27.23,63.33,259,False,1571942
women,Pajama Sets,Pyjama court imprimé à rayures,19.69,38.69,95,False,1652818
women,Jackets,Manteau en couleur pure avec boutons chinois pour femme,41.91,79.99,388,False,1209595
women,Robes imprimées,Robe midi sans manches à imprimé floral,34.99,68.99,19,False,1650920
women,Chemises,Blouse à manches évasées et carreaux contrastants,21.99,49.49,86,False,1641473
women,Robes décontractées,Robe décontractée irrégulière,28.99,65.8,72,False,1591652
women,Robes décontractées,Robe à col rond fendue tie dye,27.99,60.84,2,True,1716467
women,Robes imprimées,Robe patchwork à imprimé marguerites,26.99,64.26,1,True,1718717
women,Vestes & Gilets,Vestes patchwork à imprimé abstrait,29.99,63.8,0,True,1720876
women,Pajama Sets,Ensemble court de pyjama respirant à rayures,15.39,31.11,95,False,1655189
women,Robes décontractées,Robe à pois irrégulière,30.99,57.99,125,False,1409934
women,Chemises,Chemisier long à imprimé géométrique vintage,24.99,55.33,6,False,1701342
women,Chemises,Chemisier dégradé imprimé cœur,25.99,57.64,61,False,1616031
women,Pajama Sets,Ensemble de pyjama imprimé oeufs de dessin animé mignon,25.99,49.99,64,False,1680112
women,Robes imprimées,Robe patchwork à imprimé vintage,22.99,56.5,5,False,1706957
women,Robes imprimées,Robe décontractée à imprimé floral et poches,29.99,58.98,0,True,1720800
women,Robes imprimées,Robe à imprimé floral,28.99,65.8,52,False,1641939
women,Chemises,Plaid Patchwork Oblique Button Lapel Plus Size Shirt,25.99,56.5,41,False,1678194
women,Robes imprimées,Robe décontractée sans manches à imprimé vintage,19.99,39.98,3,False,1701229
women,Chemises,Chemisier creux en patchwork de dentelle,19.99,43.45,11,False,1709746
women,T-shirts,T-shirt élastique de couleur unie,26.99,51.99,42,False,1649829
women,Robes décontractées,Robe décontractée avec ceinture et boutons,28.99,64.99,27,False,1650676
women,Jackets,Veste patchwork à boutons latéraux,32.71,60.99,83,False,1578881
women,Robes décontractées,Robe boutonnée à col en V ,29.99,64.44,81,False,1605807
women,Hoodies,Sweat imprimé patch,34.99,65.99,21,False,1608166
women,Chemises,Chemise de couleur unie broderie de dentelle ,30.99,59.78,133,False,1608717
women,Robes décontractées,Robe à poche à rayures de couleur contrastée ,32.99,63.99,40,False,1610015
women,Chemises,Chemisier jacquard à carreaux et bulles,19.16,42.57,318,False,1498793
women,Robes imprimées,Robe sans manches à pois,20.99,46.41,148,False,1513729
women,Vestes & Gilets,Cardigan à carreaux en laine,41.99,82.99,193,False,1377685
women,Pulls & Cardigans,Cardigan en tricot de couleur unie,41.99,91.99,230,False,1359702
women,Jupes,Jupe maxi vintage,32.71,59.99,424,False,1445929
women,T-shirts,T-shirt décontracté brodé,28.62,55.99,15,False,1664229
women,Robes imprimées,Robe longue vintage à imprimé ethnique,27.99,54.98,2,True,1715859
women,Robes imprimées,Robe en mousseline imprimée avec ceinture,41.99,82.99,2,True,1716434
women,Chemises,Chemise décontractée à manches longues,21.99,39.63,3,True,1717793
women,T-shirts,T-shirt à manches courtes et broderie de dessin animé,31.99,62.99,15,False,1697410
women,Chemises,Chemisier imprimé fleurs décontractées,21.99,44.87,8,False,1699667
women,Robes imprimées,Robe à manches longues à imprimé fleuri,29.99,59.98,2,True,1720260
women,Chemises,Blouse à manches longues à imprimé GrafftI,26.99,49.29,2,True,1720874
women,Robes imprimées,Robe longue imprimée à col en V,32.99,71.71,9,False,1711640
women,Chemises,Blouse décontractée à fleurs,20.99,37.35,3,True,1719411
women,Robes imprimées,Robe imprimée à manches 3/4,31.99,74.39,20,False,1668270
women,Pulls & Cardigans,T-shirt en maille jacquard,27.99,59.99,4,True,1718773
women,Chemises,T-shirt décontracté à col en V et ourlet fendu,17.99,33.48,1,True,1718697
women,Robes imprimées,Robe asymétrique imprimé patchwork,35.99,85.68,59,False,1654948
women,Robes imprimées,Robe décontractée à col rond et imprimé,32.99,72.59,145,False,1577940
women,Chemises,Revers à manches évasées,21.99,49.98,34,False,1656893
women,T-shirts,T-shirt imprimé lettres de fleurs,19.99,36.99,34,False,1690944
women,Tops courts,Crop top à col rond imprimé lettre,18.99,36.99,20,False,1710064
women,Chemises,Chemisier irrégulier de couleur unie Vintage,21.99,47.29,400,False,1329053
women,Hoodies,Sweat à capuche à patchwork assorti,28.89,54.54,497,False,1382258
women,Kimonos & Tank Tops,Kimono à pompon imprimé papillon,19.99,41.1,64,False,1454438
women,Chemises,Chemise Vintage Patchwork Irrégulière,27.99,54.87,885,False,1377243
women,Suits & Co-ords,Costume sans manches de couleur unie,17.99,34.98,41,False,1666756
women,T-shirts,T-shirt à manches courtes col rond brodé,24.99,48.99,2,True,1718248
women,Robes décontractées,Robe chemise ample couleur unie,28.99,64.42,35,False,1655531
women,T-shirts,Chemisier à volants col rond unie,19.99,39.98,28,False,1691429
women,Robes imprimées,Robe longue fendue à imprimé floral au dos,33.73,60.99,190,False,1147811
women,Robes imprimées,Robe maxi trapèze imprimé fleurs,26.99,48.65,2,False,1702252
women,Robes décontractées,Robe à bretelles bandage de couleur unie,34.99,68.99,8,False,1705227
women,Denim & Jeans,Short en denim à broderies florales,35.99,70.99,2,False,1706606
women,Robes décontractées,Robe patchwork en sangle décontractée,25.99,56.5,4,False,1711050
women,Chemises,Chemise décontractée à revers sexy,15.99,31.98,24,False,1656492
women,Robes imprimées,Imprimé à carreaux Irregular Vintage Dresses,50.09,94.99,147,False,1320052
women,Vestes & Gilets,Manteau Épais À Capuche Boutons En Corne,34.34,67.8,366,False,1382167
women,Robes imprimées,Vintage Women Hepburn Wind Floral Printed Big Pendulum Robes,24.99,43.99,162,False,1118441
women,Robes imprimées,Robe longue à pois,21.99,48.86,52,False,1675724
women,Suits & Co-ords,Costume décontracté à imprimé tie-dyed,32.99,64.98,39,False,1675871
women,Robes imprimées,Robe imprimée asymétrique Bohemia,30.99,67.36,1,True,1714646
women,Robes imprimées,Robe imprimée décontractée à col en V sans manches,22.99,42.38,0,True,1714648
women,Robes imprimées,Robe maxi ceinture imprimée vintage,48.99,94.99,0,True,1716418
women,Chemises,T-shirt à imprimé lettre tournesols,15.99,28.83,2,True,1717129
women,Chemises,T-shirt à manches longues et imprimé lettre,17.99,32.61,0,True,1718689
women,Chemises,T-shirt à col en V en dentelle,14.99,26.46,1,True,1718696
women,Robes imprimées,Robe brodée imprimée multicolore,29.99,58.98,3,True,1719129
women,Robes imprimées,Maxi Dres imprimé à manches courtes,32.99,63.99,2,True,1719510
women,Chemises,T-shirt patchwork imprimé lettre végétale,20.99,37.88,16,False,1698880
women,Robes vintage,Robe plissée dos nu de couleur unie,29.99,59.99,4,True,1720062
women,Kimonos & Tank Tops,Kimono asymétrique à imprimé floral,25.99,47.19,1,True,1720839
women,Robes imprimées,Robe trapèze à patchwork à imprimé floral,25.99,48.1,1,True,1720857
women,Robes imprimées,Robe dégradée à fleurs,31.99,58.63,0,True,1720865
women,Chemises,Chemisier irrégulier imprimé papillons fleuris,24.99,54.32,0,True,1720871
women,Chemises,Chemisier à manches longues à imprimé abstrait,25.99,56.6,3,True,1720875
women,Robes imprimées,Robe imprimée à manches longues et col en V,27.99,60.84,6,False,1711637
women,Robes imprimées,Robe col rond imprimé,24.99,58.72,71,False,1666101
women,Robes décontractées,Robe de couleur unie décontractée,25.99,56.5,11,False,1695377
women,Chemises,Chemisier en toile à imprimé Bohenmia,21.99,40.86,11,False,1712663
women,Hoodies,Colorful Sweat à capuche rayé avec cordon de serrage,33.99,65.99,1,True,1720475
women,Robes imprimées,Robe imprimée à fleurs vintage,41.99,82.99,1,True,1716435
women,Chemises,Blouse en patchwork floral à manches longues,27.99,53.75,660,False,1323782
women,Chemises,Chemisier élégant en dentelle nouée,18.99,38.99,29,False,1645967
women,T-shirts,T-shirt ample à col rond,29.64,57.99,32,False,1650154
women,Robes imprimées,Robe patchwork à imprimé vintage,22.99,54.32,3,False,1706958
women,T-shirts,T-shirt imprimé chat tournesol,17.99,34.98,49,False,1661003
women,Robes,Plus Robe à capuche en flanelle Soft,34.99,115.99,91,False,1584002
women,T-shirts,T-shirt à épaules dénudées tie-dye,27.99,53.99,2,True,1720722
women,Robes imprimées,Robe maxi imprimé ethnique bohème,30.99,69.74,118,False,1645972
women,Chemises,Chemisier à manches patchwork en dentelle,24.99,54.53,56,False,1472635
women,Robes imprimées,Robe décontractée à imprimé floral,23.99,53.71,127,False,1544679
women,Chemises,Chemise de patchwork de mode,18.99,35.4,2,True,1718699
women,Robes imprimées,Robe patchwork en dentelle à imprimé léopard,19.99,49.97,4,False,1706960
women,Vestes & Gilets,Grand manteau à capuchon avec col en fourrure,88.99,192.82,233,False,1366580
women,T-shirts,T-shirt rayé à manches volantées,23.99,45.99,4,True,1718383
women,Vestes & Gilets,Vestes à sangles à imprimé graffti,30.99,55.67,1,True,1720878
women,Chemises,Chemisier patchwork imprimé pois,24.99,53.4,63,False,1650745
women,T-shirts,T-shirt à volants à manches courtes de couleur unie,16.99,31.99,1,True,1718332
women,Robes vintage,Robe ample de couleur unie à manches bulles,27.99,59.35,181,False,1379426
women,T-shirts,T-shirt à manches courtes de couleur contrastée,36.99,70.99,19,False,1647802
women,Robes décontractées,Robe boutonnée de couleur unie,30.99,60.99,3,True,1721488
women,Hoodies & Sweatshirts,Cartoon Dog Plaid Back Hoodie,38.99,79.11,134,False,1550103
women,Robes décontractées,Robe longue boutonnée plissée,29.99,67.77,34,False,1574937
women,Débardeurs,Débardeur à imprimé floral à pois,22.99,44.98,8,False,1701560
women,Pajama Sets,Plus Ensemble de vêtements de détente amples à capuche ,23.69,45.99,35,False,1675193
women,Chemises,Blouse à manches courtes et imprimé lune,13.99,25.31,12,False,1702254
women,Débardeurs,Débardeur à bretelles de couleur unie,20.99,40.99,4,True,1720252
women,Robes imprimées,Robe à encolure en V à imprimé Bohenmia,30.99,56.08,4,False,1713323
women,Robes imprimées,Mini Robe Bohémienne à Imprimé Floral Bouton avec Manches Longues,23.99,51.42,1018,False,1190386
women,Robes imprimées,Robe Fendue Vintage à Imprimé avec Col en V,24.99,47.72,90,False,1204068
women,Jackets,Manteau à manches longues occasionnel blouson aviateur,25.55,44.99,394,False,1372287
women,T-shirts,T-shirt demi-manches brodé de fleurs,36.99,71.99,3,False,1707490
women,T-shirts,T-shirt imprimé lettre dessin animé,28.99,56.98,19,False,1689052
women,Robes décontractées,Robe à volants et patchwork de couleur,27.99,55.98,11,False,1693385
women,Suits & Co-ords,Ensemble de hauts et shorts à col en V de couleur unie,25.99,51.98,10,False,1695341
women,Robes vintage,Robe vintage avec col rabattu et patchwork,38.99,76.91,60,False,1575511
women,Robes imprimées,Robe longue à imprimé floral vintage,27.99,62.82,277,False,1576571
women,Robes décontractées,Robe à col en V brodé,28.99,62.45,32,False,1614705
women,Denim & Jeans,Jean sarouel taille haute,41.91,78.99,110,False,1448723
women,Pulls & Cardigans,Pull à capuche tissé à col en V,39.99,80.99,91,False,1381154
women,Vestes & Gilets,Vêtements d'extérieur en cuir PU col en fourrure de coton,79.74,142.99,193,False,1381807
women,Robes,O-Newe - Robe à demi-manches imprimée fleur vintage,16.99,36.26,186,False,1081706
women,T-shirts,T-shirt imprimé tournesol,21.46,41.99,54,False,1661487
women,Robes imprimées,Robe Lettre à Rayures De Couleur Contrastée,60.32,115.99,18,False,1632565
women,Robes imprimées,Robe ceinture rayée à manches élastiques,44.99,86.99,1,True,1716415
women,Robes imprimées,Robe longue à imprimé floral vintage,35.99,82.99,2,True,1716432
women,Chemises,Chemisier décontracté à épaules dénudées,20.99,42.83,1,True,1719647
women,Robes décontractées,Robe longue décontractée de couleur unie,19.99,40.79,0,True,1720854
women,Vestes & Gilets,Vestes en toile imprimée dessin animé,30.99,55.67,0,True,1720877
women,Robes décontractées,Robe ample décontractée à col en V,25.99,60.84,1,True,1711491
women,Robes imprimées,Robe décontractée à imprimé dégradé,25.99,56.5,4,False,1713320
women,T-shirts,Colorful T-shirt col rond imprimé tie-dye,13.99,27.0,27,False,1694545
women,Chemises,T-shirt imprimé lettres décontractées,17.99,37.47,12,False,1689880
women,T-shirts,T-shirt imprimé lettres florales,15.99,30.99,8,False,1709929
women,Robes décontractées,Robe décontractée à manches lanterne,26.99,56.29,14,False,1686353
women,Chemises,Blouse imprimée avec bouton décoratif,28.99,63.57,642,False,1325741
women,Vestes & Gilets,Manteaux contrastés en patchwork de molleton,44.99,87.99,281,False,1355900
women,Pajama Sets,Plus Pyjama taille papillon à imprimé lettre,25.99,49.98,0,True,1720132
women,T-shirts,T-shirt à imprimé étoiles,17.99,33.99,0,True,1720594
women,Robes décontractées,Bouton décontracté maxi robe sweat,33.29,73.98,138,False,1601121
women,Robes décontractées,Robe décontractée avec nœud à bretelles,20.99,46.64,55,False,1654943
women,Robes imprimées,Robe à col en V à imprimé floral,32.99,67.32,0,True,1720269
women,T-shirts,T-shirt à manches courtes imprimé dessin animé,15.99,28.99,0,True,1721463
women,Chemises,Blosue à revers quadrillé décontracté,19.99,41.64,3,True,1719648
women,Chemises,T-shirt à manches roulées et imprimé lettres,21.99,43.59,9,False,1687329
women,Robes imprimées,Robe longue trapèze à carreaux,26.99,56.24,65,False,1594459
women,Pajama Sets,Pyjama uni Softies - Ensemble court,23.69,45.89,61,False,1680203
women,Chemises,Chemisier imprimé poissons de dessin animé,27.99,62.2,26,False,1639981
women,T-shirts,T-shirt de tournesol de dessin animé de lettre,21.46,41.99,44,False,1661484
women,Robes décontractées,Robe chemise décontractée à revers,29.0,63.04,3,False,1705164
women,Chemises,T-shirt et pantalon à rayures,25.99,56.5,2,False,1708956
women,Chemises,Chemisier plissé à manches courtes,21.99,39.63,7,False,1711051
women,T-shirts,T-shirt à imprimé floral,21.99,40.99,157,False,1659149
women,Chemises,T-shirt imprimé patchwork,25.99,61.88,14,False,1692233
women,Denim & Jeans,Lettres Patch Denim ,40.99,79.99,27,False,1547645
women,Vestes & Gilets,Mince couche d'impression florale,33.99,73.99,318,False,1362288
women,Hoodies,Sweat à col montant rayé,30.99,57.99,162,False,1364401
women,Kimonos & Tank Tops,Kimono de plage rouge bohémien à imprimé couverture,19.99,39.99,217,False,1262855
women,Robes vintage,Robe vintage à sequins et patchwork,32.99,67.09,220,False,1450968
women,Pulls & Cardigans,Cardigan Casual Couleur Unie,45.99,88.99,212,False,1383272
women,Vestes & Gilets,Manteau à capuche occasionnel automne hiver,47.99,114.99,183,False,1388097
women,Hoodies,Sweat à capuche décontracté à manches longues de couleur unie,31.99,57.99,327,False,1391179
women,Pulls & Cardigans,Pulls en tricot à manches longues et demi-col roulé,36.99,67.99,145,False,1392372
women,Robes imprimées,Robe longue imprimée à manches évasées,40.99,93.86,617,False,1436635
women,Pulls & Cardigans,Pull-over Décontracté avec Broderie Florale Manches Longues Modèle Lanterne pour Femme,59.29,109.99,761,False,1189387
women,Chemises,Blouse à épaules dénudées,18.99,41.28,56,False,1676825
women,Chemises,Chemisier décontracté à col en V irrégulier,23.99,54.85,55,False,1637908
women,Chemises,T-shirt décontracté à manches longues Irregualr,24.99,45.43,6,True,1713963
women,Chemises,Chemise à bordure froncée à la mode,19.99,37.08,1,True,1719410
women,T-shirts,T-shirt à manches longues tie-dye,28.99,56.99,0,True,1720476
women,Sweatershirts,Sweat en maille à imprimé léopard,25.99,51.98,0,True,1720826
women,Robes décontractées,Robe à capuche à imprimé lettre,20.99,37.88,1,True,1720841
women,Chemises,Chemisier irrégulier imprimé chat dessin animé,23.99,51.04,6,False,1712676
women,T-shirts,Chat T-shirts à capuche,25.99,47.99,467,False,1319736
women,Hoodies & Sweatshirts,Sweat-shirt imprimé à capuche,42.99,90.99,2727,False,1354297
women,Robes décontractées,Robe mi-longue décontractée à manches courtes à manches courtes,17.99,32.99,184,False,1063294
women,Robes imprimées,Robe trapèze à imprimé floral et ourlet fendu,25.99,47.66,9,False,1699668
women,Robes décontractées,Robe longue plissée sans manches,23.99,52.56,65,False,1575596
women,Chemises,T-shirt décontracté à ourlet asymétrique,21.99,43.99,89,False,1609961
women,Vestes & Gilets,Manteau de lin de coton de couleur unie,106.99,227.99,96,False,1374651
women,Chemises,Blouse asymétrique torsadée léopard ,19.99,44.44,45,False,1593729
women,Chemises,Chemise à manches longues col rabattu Cat broderie Casual,35.99,78.54,232,False,1265204
women,Robes vintage,Maxi robe baggy à ourlet irrégulier vintage,26.99,54.0,37,False,1682835
women,Pulls & Cardigans,Pull à col rond en tricot mignon de dessin animé,46.99,103.16,36,False,1613264
women,Chemises,Chemisier asymétrique à la mode,17.99,35.98,38,False,1670486
women,Robes décontractées,Robe midi de couleur unie à col rond,31.99,62.99,0,True,1720748
